inventoryRowId,legacyRecordId,legacyName,sourceLocation,sourceSymbolOrCollection,sourceType,currentEntityType,currentStatus,currentCategory,currentSubcategory,currentMetrics,currentUnits,currentChallengeTypes,currentWorkoutUsage,currentContentAvailable,duplicateCandidateGroup,runtimeReachability,evidenceReference,notes
"FIT-LEG-0147","star-plank-hold-left","Star Plank Hold Left","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:11819","difficulty=Advanced; movementType=isometric; holdBased=true"
"FIT-LEG-0148","star-plank-hold-right","Star Plank Hold Right","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:11885","difficulty=Advanced; movementType=isometric; holdBased=true"
"FIT-LEG-0149","static-lunge-hold-left","Static Lunge Hold Left","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:11951","difficulty=Beginner; movementType=isometric; holdBased=true"
"FIT-LEG-0150","static-lunge-hold-right","Static Lunge Hold Right","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","unknown","seed-to-active-runtime","catalogExercises_CLEAN.json:12015","difficulty=Beginner; movementType=isometric; holdBased=true"
"FIT-LEG-0151","static-squat-hold","Static Squat Hold","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","candidate-static-squat-hold","seed-to-active-runtime","catalogExercises_CLEAN.json:12079","difficulty=Beginner; movementType=isometric; holdBased=true"
"FIT-LEG-0152","sumo-squat-hold","Sumo Squat Hold","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Lower Body","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","candidate-sumo-squat-hold","seed-to-active-runtime","catalogExercises_CLEAN.json:12147","difficulty=Beginner; movementType=isometric; holdBased=true"
"FIT-LEG-0153","v-sit-hold","V-Sit Hold","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Core","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","candidate-v-sit-hold","seed-to-active-runtime","catalogExercises_CLEAN.json:12210","difficulty=Intermediate; movementType=isometric; holdBased=true"
"FIT-LEG-0154","wall-push-isometric-hold","Wall Push Isometric Hold","catalogExercises_CLEAN.json","documents[] / catalogExercises","static-catalog-record","exercise","local-seed-source","Upper Body","Strength","time","seconds","collective|competitive|streak (wizard selectable)","selectable and loggable after Firestore seed/admin import","tier_1|tier_2|difficulty|musclesTargeted|equipment|trainingGoals|metric|description|setup|execution|breathing|formCues|commonMistakes|progressions|advancedVariations|safetyNotes|recommendedVolume|tags|movementType|holdBased","candidate-wall-push-isometric-hold","seed-to-active-runtime","catalogExercises_CLEAN.json:12277","difficulty=Beginner; movementType=isometric; holdBased=true"
"FIT-LEG-0155","unknown","Hollow Body Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-hollow-body-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:13","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0156","unknown","Arch Hold (Superman Hold)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:35","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0157","unknown","Bird Dog Hold (Left / Right)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:57","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0158","unknown","Dead Bug Hold (Left / Right)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:79","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0159","unknown","V-Sit Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-v-sit-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:101","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0160","unknown","Hollow Rock Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-hollow-rock-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:123","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0161","unknown","Star Plank Hold (Left / Right)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:145","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0162","unknown","Copenhagen Plank Hold (Left / Right)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:167","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0163","unknown","Glute Bridge Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-glute-bridge-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:192","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0164","unknown","Single Leg Glute Bridge Hold (Left / Right)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:214","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0165","unknown","Clamshell Hold (Left / Right)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:236","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0166","unknown","Fire Hydrant Hold (Left / Right)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:258","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0167","unknown","Standing Hip Abduction Hold (Left / Right)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:280","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0168","unknown","Single Leg Wall Sit (Left / Right)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:305","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0169","unknown","Static Lunge Hold (Left / Right)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:328","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0170","unknown","Static Squat Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-static-squat-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:350","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0171","unknown","Sumo Squat Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-sumo-squat-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:372","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0172","unknown","Calf Raise Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-calf-raise-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:394","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0173","unknown","Single Leg Calf Raise Hold (Left / Right)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:416","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0174","unknown","Pistol Squat Hold (Left / Right)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:439","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0175","unknown","Isometric Push-Up Hold — Top","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-isometric-push-up-hold-top","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:464","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0176","unknown","Isometric Push-Up Hold — Mid","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-isometric-push-up-hold-mid","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:486","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0177","unknown","Wall Push Isometric Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-wall-push-isometric-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:508","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0178","unknown","Doorway Chest Press Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-doorway-chest-press-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:531","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0179","unknown","Chair Dip Hold — Bottom","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-chair-dip-hold-bottom","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:554","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0180","unknown","Handstand Hold (Wall-Supported)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-handstand-hold-wall-supported","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:577","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0181","unknown","Reverse Snow Angel Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-reverse-snow-angel-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:600","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0182","unknown","Overhead Arm Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-overhead-arm-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:622","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0183","unknown","Bear Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-bear-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:646","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0184","unknown","Crab Hold","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","candidate-crab-hold","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:668","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0185","unknown","Low Squat Hold (Malasana Hold)","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md","numbered isometric content entries","reference-content-record","reference-exercise","reference-only","section-derived","isometric","time/hold described in content","seconds/minutes where stated","unknown","none directly","benefits|metric|recommended|instructions|cues|mistakes|safety","unknown","reference-only","docs/input/ISOMETRIC-EXERCISES-CONTENT-DETAIL.md:690","No runtime import; left/right concepts are sometimes expanded into separate JSON records."
"FIT-LEG-0186","running","Running","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🏃)","candidate-running","seed-only","scripts/seedAppData.ts:175","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0187","walking","Walking","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🚶)","candidate-walking","seed-only","scripts/seedAppData.ts:176","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0188","gym-weightlifting","Gym/Weightlifting","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(💪)","candidate-gym-weightlifting","seed-only","scripts/seedAppData.ts:177","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0189","home-workouts","Home Workouts","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🏠)","candidate-home-workouts","seed-only","scripts/seedAppData.ts:178","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0190","yoga","Yoga","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🧘)","candidate-yoga","seed-only","scripts/seedAppData.ts:179","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0191","swimming","Swimming","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🏊)","candidate-swimming","seed-only","scripts/seedAppData.ts:180","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0192","cycling","Cycling","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🚴)","candidate-cycling","seed-only","scripts/seedAppData.ts:181","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0193","football","Football (Soccer)","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(⚽)","candidate-football-soccer","seed-only","scripts/seedAppData.ts:182","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0194","hiking","Hiking","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(⛰️)","candidate-hiking","seed-only","scripts/seedAppData.ts:183","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0195","group-fitness","Group Fitness Classes","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(👥)","candidate-group-fitness","seed-only","scripts/seedAppData.ts:184","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0196","hiit","HIIT/Circuit Training","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(⚡)","candidate-hiit-circuit","seed-only","scripts/seedAppData.ts:185","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0197","pilates","Pilates","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🤸)","candidate-pilates","seed-only","scripts/seedAppData.ts:186","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0198","dancing","Dancing","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(💃)","candidate-dance","seed-only","scripts/seedAppData.ts:187","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0199","stretching","Stretching/Mobility","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🙆)","candidate-mobility-stretching","seed-only","scripts/seedAppData.ts:188","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0200","other","Other","scripts/seedAppData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(✍️)","candidate-other","seed-only","scripts/seedAppData.ts:189","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0201","running","Running","scripts/seedBaselineData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🏃)","candidate-running","seed-only","scripts/seedBaselineData.ts:36","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0202","walking","Walking","scripts/seedBaselineData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🚶)","candidate-walking","seed-only","scripts/seedBaselineData.ts:37","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0203","gym-weightlifting","Gym/Weightlifting","scripts/seedBaselineData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(💪)","candidate-gym-weightlifting","seed-only","scripts/seedBaselineData.ts:38","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0204","home-workouts","Home Workouts","scripts/seedBaselineData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🏠)","candidate-home-workouts","seed-only","scripts/seedBaselineData.ts:39","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0205","yoga","Yoga","scripts/seedBaselineData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🧘)","candidate-yoga","seed-only","scripts/seedBaselineData.ts:40","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0206","swimming","Swimming","scripts/seedBaselineData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🏊)","candidate-swimming","seed-only","scripts/seedBaselineData.ts:41","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0207","cycling","Cycling","scripts/seedBaselineData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(🚴)","candidate-cycling","seed-only","scripts/seedBaselineData.ts:42","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0208","football","Football (Soccer)","scripts/seedBaselineData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(⚽)","candidate-football-soccer","seed-only","scripts/seedBaselineData.ts:43","Selectable vocabulary; not a CatalogExercise record."
"FIT-LEG-0209","hiking","Hiking","scripts/seedBaselineData.ts","exerciseInterests","fitness-interest-option","fitness-interest","seed-only","fitness-interest","unknown","selection","none","indirect recommendation/profile metadata","not an exercise log definition","name|icon(⛰️)","candidate-hiking","seed-only","scripts/seedBaselineData.ts:44","Selectable vocabulary; not a CatalogExercise record."
